stem,세부직무명,회사명,담당업무,우대사항,스킬
0183_GI48358753_㈜카카오엔터테인먼트 채용 - Software Engineer - Data Platform _ 잡코리아,데이터 엔지니어,㈜카카오엔터테인먼트,"['페타바이트급 데이터를처리하기 위한Data Lake및 기반 시스템(Hadoop, Spark,Kafka 등)의 아키텍처 설계 및운 사내외 조직이데이터를 쉽게 활용할 수 있도록 돕는 데이터 플랫폼 도구 및 AP서빙레이어 개발 실시간 데이터 수집(CDC)및 파이프라인 과정에서 발생하는 이슈 해결 및 시스템 튜닝']","['Data Lake 구축 경험 혹은 데이터 파이프라인 플랫폼을 구축 경험이 있으신 분', 'Kafka,Spark,Hadoop,Airflow등 빅데이터에코시스템 사용 경험이 있으신 분', 'Iceberg, Hudi 같은 최신 Table Format이나 Debezium(CDC)기술경험이 있으신 분', 'Kubernetes를 통한 빅데이터관련 어플리케이션 관리 및 운영 경험이 있으신 분', '이아융루묶군하이이ㅋ하 데이터 카탈로그,거버넌스 등을 위한 도구 구축 및 운영 경험이 있으신 분', '공통요건 병역 필또는 면제자로 해외여행에 결격 사유가 없는 분', '그외 제출서류에서 결격 사유가 없는 분']","['Spark', 'Hadoop', 'Kafka']"
0186_GI48088177_㈜넥슨 채용 - [플랫폼본부] UX Researcher_UX 분석가(게임 경험 분석) (계약직) _ 잡코리아,리서치 데이터 분석가,㈜넥슨,"['다양한 게임들의 특성을 파악 후 유저 데이터 기반 인사이트 추출', '전문 분야(HCI', '인지심리 등)와 UX 방법론을 활용한 유저 리서치(FGT', 'FGI 등)설계', '사용자 경험 측정 유저 리서치에 기반한 사용자 관찰 및 측정 결과 데이터 분석을 통한 인사이트 도출', '개선안 프레젠테이션']","['평소 게임을 즐기시는 분', 'UX 관련 대학원(HCI,인지공학, 산업공학 등)에서 심화 방법론이나 분석법을 전공하신 분', '유사 업계(게임,리서치,UX 컨설팅,IT 등)에서 심화 방법론이나 분석법 경험이 있으신 분', '주체적으로 일을 만들고 리드하는 것을 좋아하시는 분', 'AI 모델,Python,R,SQL 등을 활용한 데이터 분석 경험이 있으신 분', '장애인,영어가능자, 유관업무 경험자(인턴·알바),보훈대상자']","['SQL', 'Python', 'R']"
0188_GI48207421_이지케어텍㈜ 채용 - [의료IT 1위 이지케어텍] 국내_해외 의료 BA 경력직 채용 _ 잡코리아,데이터 분석가,이지케어텍㈜,"['의료BA (Business Analyst) 의료 Business Analyst 포지션은 병원 근무 포지션이 아닙니다.', '간호업무 프로세스 분석 및 시스템 요구사항 파악 및 응대 병원 현장 간호사 및 사용자 인터뷰를 통한 업무 흐름 분석 간호기록', '간호과정 등 모듈별 업무 정의 및 기능 설계 EMR(Cloud)간호 모둘 신규 기능 기획 및 검증 신규 기능 요구사항 도출 및 정책 반영 UI/UX 개선 및 클라우드 환경 최적화 설계 병원 현장과 개발 조직 간 커뮤니케이션 허브 역할 간호 실무진의 요구사항을 분석', '정리하여 개발팀과 협업 테스트', '검증 과정 참여 및 품질 관리 의료BA (Business Analyst)', '신규 병원 도입 프로젝트 시 간호업무 분석 및 제안서 작성 간호부 대상 프로그램 교육 및 운영 매뉴얼 작성 최신 헬스케어 기술 기반의 서비스 고도화 참여 간호 데이터 기반 업무 자동화,예측 알고리즘 등 신규 서비스 제안 최신 의료 IT 트렌드 반영을 통한 솔루션 업그레이드']","['비즈니스 영어 능통자 자격증 간호사,보건의료정보관리사']",[]
0189_GI48374386_한화생명보험㈜ 채용 - 투자전략팀 '글로벌 채권 및 FX 전략' 전문인력 경력채용(과장-차장) _ 잡코리아,데이터 분석가,한화생명보험㈜,"['글로벌 채권 및 FX전략 직무개요 글로벌 채권 시장 리서치 및 운용전략 수립 FX 전략 및 환헤지 정책 수립 주요역할 및 수행업무 글로벌 채권 시장 리서치 및 운용 전략 수립 글로벌 금리 사이클', '통화정책', '인플레이션', '경기 국면 분석을 통한 국가/섹터별 채권 투자 전략 수립 글로벌 채권 포트폴리오 배분 전략 ALM 관점에서 부채 특성을 고려한 전략 수립 주요 통화 환욜 환경 분석 및 FX 전망 제시 보험사 일반계정 특성을 고려한 환헤지 전략 수립 시장 모니터링 및 커뮤니케이션 글로벌 금융시장(금리/채권/환율)상시 모니터링 및 정기/수시 코멘터리 작성 주요 이슈 발생시 시장 영향 분석 및 대응 전략 제안 공통응시자격']",[],[]
0190_GI48204986_㈜에이피알 채용 - [경영전략] IR·공시 담당 경력사원 모집 _ 잡코리아,데이터 분석가,㈜에이피알,[],"['코스피 상장사 IR 및 공시 업무 경험이 있으신 분', '해외 투자자 대상 미팅 진행 경험이 풍부하신 분', '기업 및 투자 관련 다양한 질의응답 대응 경험이 있으신 분', '국내 외근 및 해외 출장에 대해 부담이 없으신 분']",[]
0192_GI48219779_㈜동운아나텍 채용 - 전략기획실 경력직 채용 _ 잡코리아,데이터 엔지니어,㈜동운아나텍,[],['영어능통자(원어민수준) 문서작성 우수자 프리젠테이션 능력우수자 논리적 사고와 팀워크 및 부서간 협업 역량 우수 기본우대'],[]
"0193_GI48091408_㈜모림 채용 - 주식회사 모림 채용 [사업전략, FP&A] _ 잡코리아",비즈니스 데이터 분석가,㈜모림,"['(주)녹수의 모회사로서 전략과제관리 및 실행력 강화 미국,유럽 등 글로벌 시장에서의 M&A 타겟 발굴 및 검토,실행 전사 organic 성장 전략 수립 및 실행 전사적 경영 혁신 이니셔티브 주도 경영관리 체계 고도화']",['국내/외 관계사Communication경험 적극적이고 유연한 사고 및 태도 보유 국내/외 관계사 Communication경험 기본우대'],['Excel']
"0194_GI48212181_헤펠레코리아㈜ 채용 - [헤펠레코리아] BI Analyst, 기획분석 및 기획지원 (육휴대체) _ 잡코리아",데이터 시각화 분석가,헤펠레코리아㈜,"['Business Intelligence 제품', '시장 관련 다양한 데이터를 체계적으로 정리']","['MS Office(특히 Excel', 'PowerPoint)활용능력 우수자 전략 보고서 및 데이터 기반 분석 보고서 작성 경험 보유자 SAP', 'CRM', 'QlikSense 사용 가능자 기본적인 비즈니스 영어 이메일 커뮤니케이션 가능자 빠른 출근 가능자 기본우대 영어가능자', '유관업무 경험자(인턴', '알바)']",['Excel']
0195_GI48178850_㈜넥슨 채용 - [플랫폼본부] UA실 UA 매니저 _ 잡코리아,데이터 분석가,㈜넥슨,"['UA 매니저는 퍼포먼스 마케팅 경험과 데이터 기반의 사고가 필수이며, 이를 바탕으로 전략적·분석적으로 업무를 수행합니다.', '은이이어 구됩니다.', '다양한 신규 프로젝트와 변화하는 환경 속에서 새로운 지식과 업무를 적극적으로 학습하고 도전하려는 자세 또한 중요한 역량입니다.', '신규 및 라이브 게임의 유저 유입을 위한 마케팅 전략 수립 캠페인 플래닝 및 다양한 마케팅 채널과의 협업', '운영 UA 캠페인의 성과 관리 및 데이터 분석을 통한 마케팅 효율 극대화 UA 캠페인을 통한 효율적 고품질 유저확보 및 게임의 주요 KPI(DAU', 'LTV', '전체 매출)성장 기여']","['연위장리 위위를연위', '업무 관련 자격증을 보유하신 분(Google Ads Certif ication, Google Analytics Certif icat ion,Meta Blueprint Certif ication 등) 이아무무륨해금논을이말른', '광고 소재 기획 및 제작 협업 능력을 보유하신 분(AdobePhotoshop,Figma활용한 소재 기획/AdobePremierePro 등 영상 편집 툴 활용 능력)', 'SQL·BigQuery 활용 데이터 추출 및 분석 경험이 있으신 분(쿼리를 통한 오디언스 추출,데이터 분석 등) AI 툴을 활용한 캠페인 자동화 또는 소재 제작 경험이 있으신 분']","['Google Analytics', 'SQL', 'BigQuery']"
0196_GI48331430_㈜더존비즈온 채용 - [그룹웨어 구축 - 경력]더존비즈온 그룹웨어 및 ERP 컨설팅 경력 채용 _ 잡코리아,데이터 분석가,㈜더존비즈온,[],"['기본우대 국가유공자', '인근거주자', '컴퓨터활용능력 우수자', '유관업무 경험자(인턴', '알바)', '보훈대상자', '엑셀 고급능력√ 자격증 ERP정보관리사 생산1급', 'ERP정보관리사 인사1급']","['Excel', 'R']"
0197_GI48365376_뱅크웨어글로벌㈜ 채용 - [뱅크웨어글로벌] 해외사업 IT BA 채용 (파키스탄 프로젝트) _ 잡코리아,데이터 시각화 분석가,뱅크웨어글로벌㈜,"['※현재 파키스탄 프로젝트 준비 중 해외 금융 IT 프로젝트에서 고객 요구사항 수집 및 분 (진행중인 프로젝트 종료 이후 타 해외 프로젝트 참 비즈니스 프로세스', '규제에 대한 이해를 기반으 유창한 영어 구사 능력 보유자 학사이상학위 보유자 시스템 요구사항 정의 (경영학', '컴퓨터공학', '금융공학', 'IT 관련 전공 우대)', 'IT BA 이해관계자(해외 고객, 내부 개발팀,QA,PM등)간 요구사항 수집/분석/문서화/커뮤니케이션 역량 보유 (해외)', '커뮤니케이션 및 조율 프로젝트 문서 작성 및 관리 Gap Analysis, Use Case, Workflow 등']","['문서화 및 전달 Core Banking', 'Waterfall 등 다양한 개발 방법론 경험자 회의 진행 및 보고 데이터분석 역량 보유자(SQL', 'BI To이활용 가능자)', '금융 도메인(은행)', '프로젝트 경험자 다문화 환경에서의 협업 경험자 제3외국어 능력자']",['SQL']
0198_GI48353472_㈜더존비즈온 채용 - [정보보안]더존비즈온 사내 정보보안 정책수립 및 ISMS 운영 담당자 채용 _ 잡코리아,데이터 분석가,㈜더존비즈온,[],"['기본우대 국가유공자', '인근거주자', '컴퓨터활용능력 우수자', '유관업무 경험자(인턴', '알바)', '보훈대상자', '엑셀 고급능력 √ 자격증 정보보호관리사', '정보보호전문가']","['Excel', 'R']"
0199_GI48374434_테크트로닉인더스트리즈코리아유한책임회사 채용 - [밀워키코리아] CRM Manager 경력 채용 _ 잡코리아,데이터 품질·거버넌스 분석가,테크트로닉인더스트리즈코리아유한책임회사,"['CRM Manager (1명) [Position Overview]', 'Milwaukee Tool Korea is seeking a CRM Manager to drive digital transf ormation initiatives across our Salesforce CRM', 'Magento e-commerce platform', 'and Oracle sales operations', 'customer experience', 'and enterprise resource planning in the Korean market.', '[Key Responsibilit ies]']","['ERP implementations (target: <5% rework)', 'Design conf igurable, scalable solutions aligned wit h business objectives total stories) Stakeholder Management & Communication', 'Facilit ate workshops with sales, marketing, IT, and operations teams to elicit', 'Present solutions clearly to secure st akeholder alignment (target: >9o%) and sign- off', 'Provide regular status reports on BA activities, system adoption, and project initiatives', 'Resolve requirement conf licts effectively across cross-f unctional teams Process Improvement & Optimization', 'Analyze current business processes across Salesforce CRM, e-commerce, and ERP workf lows ldentif y and implement process improvements to reduce cycle times by at least 10%', 'Propose 2-3 optimization initiatives annually - Drive continuous improvement in system utilization and business processes']",['Oracle']
